id,target_competitor,question,evaluation_query,answer,contexts,ground_truth,confidence_score,should_abstain,faithfulness,answer_relevancy,context_precision,context_recall
11,University of Leeds,What are the core modules taught in Year 1?,What are the core modules taught in Year 1?,"Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture","[""Institution: University of Leeds\nCourse Code: CS303\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements: A-level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5.\nstudent_support: Student SupportAcademic and personal support is available through the university's student services and the computing school.\ncareer_outcomes: Career OutcomesThe course supports strong placement and graduate employment outcomes with local and national employers.\nentry_requirements_2026: A-level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 22; CUG Overall UK 21; QS World Ranking 86.\nfees_2026: 2026/27 tuition: UK \u00a39,790 per year; International \u00a332,750 per year. The source confirms a 2027/28 UK fee of \u00a310,050 and reduced fees may apply to study-abroad or work-placement years.\ncourse_data_2026: Each year consists of 120 credits. Year 1 covers Programming, Computer Systems and Architecture, and Theoretical Foundations. Year 2 covers Software Engineering, Operating Systems, Networks, Security, and Algorithms. Year 3 includes Professional Innovation and Enterprise, a 40-credit Individual Project, specialist options, paid summer internships, and an optional work placement or study-abroad year.""]","Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture",0.6423215817089406,False,0.723,0.8182,0.8249,1.0
12,University of Leeds,What are the core modules taught in Year 2?,What are the core modules taught in Year 2?,Year 2 core modules include core programming and discrete math modules.,"[""Institution: University of Leeds\nCourse Code: CS303\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements: A-level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5.\nstudent_support: Student SupportAcademic and personal support is available through the university's student services and the computing school.\ncareer_outcomes: Career OutcomesThe course supports strong placement and graduate employment outcomes with local and national employers.\nentry_requirements_2026: A-level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 22; CUG Overall UK 21; QS World Ranking 86.\nfees_2026: 2026/27 tuition: UK \u00a39,790 per year; International \u00a332,750 per year. The source confirms a 2027/28 UK fee of \u00a310,050 and reduced fees may apply to study-abroad or work-placement years.\ncourse_data_2026: Each year consists of 120 credits. Year 1 covers Programming, Computer Systems and Architecture, and Theoretical Foundations. Year 2 covers Software Engineering, Operating Systems, Networks, Security, and Algorithms. Year 3 includes Professional Innovation and Enterprise, a 40-credit Individual Project, specialist options, paid summer internships, and an optional work placement or study-abroad year.""]","Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems",0.7639286695603092,False,0.8185,0.9499,0.678,0.8342
13,University of Leeds,Does this program offer a placement year in industry?,Does this program offer a placement year in industry?,Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,"[""Institution: University of Leeds\nCourse Code: CS303\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements: A-level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5.\nstudent_support: Student SupportAcademic and personal support is available through the university's student services and the computing school.\ncareer_outcomes: Career OutcomesThe course supports strong placement and graduate employment outcomes with local and national employers.\nentry_requirements_2026: A-level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 22; CUG Overall UK 21; QS World Ranking 86.\nfees_2026: 2026/27 tuition: UK \u00a39,790 per year; International \u00a332,750 per year. The source confirms a 2027/28 UK fee of \u00a310,050 and reduced fees may apply to study-abroad or work-placement years.\ncourse_data_2026: Each year consists of 120 credits. Year 1 covers Programming, Computer Systems and Architecture, and Theoretical Foundations. Year 2 covers Software Engineering, Operating Systems, Networks, Security, and Algorithms. Year 3 includes Professional Innovation and Enterprise, a 40-credit Individual Project, specialist options, paid summer internships, and an optional work placement or study-abroad year.""]",Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,0.5669487821851771,False,0.4685,0.9225,0.6453,0.768
14,University of Leeds,What dedicated facilities do computer science students have access to?,What dedicated facilities do computer science students have access to?,Access to Linux labs and robotics environments is provided.,"[""Institution: University of Leeds\nCourse Code: CS303\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements: A-level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5.\nstudent_support: Student SupportAcademic and personal support is available through the university's student services and the computing school.\ncareer_outcomes: Career OutcomesThe course supports strong placement and graduate employment outcomes with local and national employers.\nentry_requirements_2026: A-level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 22; CUG Overall UK 21; QS World Ranking 86.\nfees_2026: 2026/27 tuition: UK \u00a39,790 per year; International \u00a332,750 per year. The source confirms a 2027/28 UK fee of \u00a310,050 and reduced fees may apply to study-abroad or work-placement years.\ncourse_data_2026: Each year consists of 120 credits. Year 1 covers Programming, Computer Systems and Architecture, and Theoretical Foundations. Year 2 covers Software Engineering, Operating Systems, Networks, Security, and Algorithms. Year 3 includes Professional Innovation and Enterprise, a 40-credit Individual Project, specialist options, paid summer internships, and an optional work placement or study-abroad year.""]",Computer science students have access to high capacity Linux development terminals and dedicated robotics environments,0.628205406651873,False,0.7123,0.9214,0.8702,0.8503
15,University of Leeds,What are the standard A-level grade requirements?,What are the standard A-level grade requirements?,The source documentation states: A level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5,"[""Institution: University of Leeds\nCourse Code: CS303\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements: A-level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5.\nstudent_support: Student SupportAcademic and personal support is available through the university's student services and the computing school.\ncareer_outcomes: Career OutcomesThe course supports strong placement and graduate employment outcomes with local and national employers.\nentry_requirements_2026: A-level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 22; CUG Overall UK 21; QS World Ranking 86.\nfees_2026: 2026/27 tuition: UK \u00a39,790 per year; International \u00a332,750 per year. The source confirms a 2027/28 UK fee of \u00a310,050 and reduced fees may apply to study-abroad or work-placement years.\ncourse_data_2026: Each year consists of 120 credits. Year 1 covers Programming, Computer Systems and Architecture, and Theoretical Foundations. Year 2 covers Software Engineering, Operating Systems, Networks, Security, and Algorithms. Year 3 includes Professional Innovation and Enterprise, a 40-credit Individual Project, specialist options, paid summer internships, and an optional work placement or study-abroad year.""]",The source documentation states: A level AAA including Mathematics. GCSE English Language grade 4/C or equivalent. EPQ/IPQ may support an AAB offer including Mathematics. Access to Leeds typical offer ABB including A in Mathematics. IB 18 Higher Level points including Mathematics. IELTS 6.0 overall with no component below 5.5,0.6628172790053335,False,0.7472,0.9305,0.7946,0.8209
16,University of Birmingham,What are the core modules taught in Year 1?,What are the core modules taught in Year 1?,Year 1 core modules include core programming and discrete math modules.,"[""Institution: University of Birmingham\nCourse Code: CS404\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level A*AA including A-level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A-level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 5; CUG Overall UK 14; QS World Ranking 76.\nentry_requirements: A-level A*AA including A-level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A-level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5.\nfees_2026: September 2026 home tuition fee \u00a39,790 per year. A placement year is charged at 15% of the agreed tuition fee; international fee depends on country and is not stated in the supplied extract.\ncourse_data_2026: The course has 12 core modules across the first two years, each worth 20 credits. 2026/27 examples include Object Oriented Programming, Theories of Computation, Artificial Intelligence 1, Computer Systems and Professional Practice, Data Structures and Algorithms, and Mathematical and Logical Foundations. Year 3 includes a 40-credit Computer Science Project plus 80 credits of optional modules.""]","Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture",0.5318535433736996,False,0.6877,0.8421,0.7081,0.8111
17,University of Birmingham,What are the core modules taught in Year 2?,What are the core modules taught in Year 2?,Year 2 core modules include core programming and discrete math modules.,"[""Institution: University of Birmingham\nCourse Code: CS404\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level A*AA including A-level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A-level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 5; CUG Overall UK 14; QS World Ranking 76.\nentry_requirements: A-level A*AA including A-level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A-level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5.\nfees_2026: September 2026 home tuition fee \u00a39,790 per year. A placement year is charged at 15% of the agreed tuition fee; international fee depends on country and is not stated in the supplied extract.\ncourse_data_2026: The course has 12 core modules across the first two years, each worth 20 credits. 2026/27 examples include Object Oriented Programming, Theories of Computation, Artificial Intelligence 1, Computer Systems and Professional Practice, Data Structures and Algorithms, and Mathematical and Logical Foundations. Year 3 includes a 40-credit Computer Science Project plus 80 credits of optional modules.""]","Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems",0.6068910978172499,False,1.0,0.9082,0.8921,0.8863
18,University of Birmingham,Does this program offer a placement year in industry?,Does this program offer a placement year in industry?,Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,"[""Institution: University of Birmingham\nCourse Code: CS404\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level A*AA including A-level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A-level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 5; CUG Overall UK 14; QS World Ranking 76.\nentry_requirements: A-level A*AA including A-level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A-level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5.\nfees_2026: September 2026 home tuition fee \u00a39,790 per year. A placement year is charged at 15% of the agreed tuition fee; international fee depends on country and is not stated in the supplied extract.\ncourse_data_2026: The course has 12 core modules across the first two years, each worth 20 credits. 2026/27 examples include Object Oriented Programming, Theories of Computation, Artificial Intelligence 1, Computer Systems and Professional Practice, Data Structures and Algorithms, and Mathematical and Logical Foundations. Year 3 includes a 40-credit Computer Science Project plus 80 credits of optional modules.""]",Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,0.5815110880938154,False,0.6677,0.809,0.7773,0.8992
19,University of Birmingham,What dedicated facilities do computer science students have access to?,What dedicated facilities do computer science students have access to?,Access to Linux labs and robotics environments is provided.,"[""Institution: University of Birmingham\nCourse Code: CS404\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level A*AA including A-level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A-level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 5; CUG Overall UK 14; QS World Ranking 76.\nentry_requirements: A-level A*AA including A-level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A-level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5.\nfees_2026: September 2026 home tuition fee \u00a39,790 per year. A placement year is charged at 15% of the agreed tuition fee; international fee depends on country and is not stated in the supplied extract.\ncourse_data_2026: The course has 12 core modules across the first two years, each worth 20 credits. 2026/27 examples include Object Oriented Programming, Theories of Computation, Artificial Intelligence 1, Computer Systems and Professional Practice, Data Structures and Algorithms, and Mathematical and Logical Foundations. Year 3 includes a 40-credit Computer Science Project plus 80 credits of optional modules.""]",Computer science students have access to high capacity Linux development terminals and dedicated robotics environments,0.5917211318258597,False,0.7766,0.8724,0.8623,0.7833
20,University of Birmingham,What are the standard A-level grade requirements?,What are the standard A-level grade requirements?,"The source documentation states: A level AAA including A level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5","[""Institution: University of Birmingham\nCourse Code: CS404\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level A*AA including A-level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A-level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 5; CUG Overall UK 14; QS World Ranking 76.\nentry_requirements: A-level A*AA including A-level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A-level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5.\nfees_2026: September 2026 home tuition fee \u00a39,790 per year. A placement year is charged at 15% of the agreed tuition fee; international fee depends on country and is not stated in the supplied extract.\ncourse_data_2026: The course has 12 core modules across the first two years, each worth 20 credits. 2026/27 examples include Object Oriented Programming, Theories of Computation, Artificial Intelligence 1, Computer Systems and Professional Practice, Data Structures and Algorithms, and Mathematical and Logical Foundations. Year 3 includes a 40-credit Computer Science Project plus 80 credits of optional modules.""]","The source documentation states: A level AAA including A level Mathematics grade A. IB 7,6,6 at Higher Level including Mathematics, minimum 32 points overall. BTEC only accepted with other qualifications including A level Mathematics. Contextual offer AAA including A in Mathematics or Further Mathematics; Pathways to Birmingham ABB including A in Maths or Further Maths. IELTS 6.0 overall with no band below 5.5",0.48723882593734397,False,0.7894,0.787,0.7734,0.7792
21,University of Nottingham,What are the core modules taught in Year 1?,What are the core modules taught in Year 1?,Year 1 core modules include core programming and discrete math modules.,"[""Institution: University of Nottingham\nCourse Code: CS505\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 19; CUG Overall UK 26; QS World Ranking 97.\nentry_requirements: A-level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed.\nfees_2026: International tuition fee \u00a333,000 per year. The supplied course page also notes possible reduced fees during study abroad or placement; home fee was not stated in the extract.\ncourse_data_2026: The course includes a Year 2 group project with industry collaboration. Core modules include Assembly Language, Computer Architecture, Databases and Interfaces, AI, Software Engineering, Mathematics, Networks, Programming and Algorithms, and Programming Paradigms. Later study includes algorithms, formal reasoning, operating systems, security, machine learning, computer vision, and an individual dissertation.""]","Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture",0.582941220911073,False,0.9835,0.8497,0.9329,0.8062
22,University of Nottingham,What are the core modules taught in Year 2?,What are the core modules taught in Year 2?,Year 2 core modules include core programming and discrete math modules.,"[""Institution: University of Nottingham\nCourse Code: CS505\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 19; CUG Overall UK 26; QS World Ranking 97.\nentry_requirements: A-level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed.\nfees_2026: International tuition fee \u00a333,000 per year. The supplied course page also notes possible reduced fees during study abroad or placement; home fee was not stated in the extract.\ncourse_data_2026: The course includes a Year 2 group project with industry collaboration. Core modules include Assembly Language, Computer Architecture, Databases and Interfaces, AI, Software Engineering, Mathematics, Networks, Programming and Algorithms, and Programming Paradigms. Later study includes algorithms, formal reasoning, operating systems, security, machine learning, computer vision, and an individual dissertation.""]","Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems",0.6397597949494539,False,0.6671,0.8995,0.9084,0.6238
23,University of Nottingham,Does this program offer a placement year in industry?,Does this program offer a placement year in industry?,Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,"[""Institution: University of Nottingham\nCourse Code: CS505\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 19; CUG Overall UK 26; QS World Ranking 97.\nentry_requirements: A-level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed.\nfees_2026: International tuition fee \u00a333,000 per year. The supplied course page also notes possible reduced fees during study abroad or placement; home fee was not stated in the extract.\ncourse_data_2026: The course includes a Year 2 group project with industry collaboration. Core modules include Assembly Language, Computer Architecture, Databases and Interfaces, AI, Software Engineering, Mathematics, Networks, Programming and Algorithms, and Programming Paradigms. Later study includes algorithms, formal reasoning, operating systems, security, machine learning, computer vision, and an individual dissertation.""]",Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,0.754137232935405,False,0.9529,0.7582,0.7481,0.6946
